newsId,title,summary,link
6113592,〈美股盤後〉川普預告晶片關稅上看300% 費半重挫超2% 應材崩超14%,投資人消化最新經濟數據，加上美國總統川普預告晶片關稅上看 300%，美股週五 (15 日) 多承壓收低。同時，川普與俄羅斯總統普丁會晤已正式登場，市場將密切關注雙方討論結果對國際局勢及經濟的影響。,https://m.cnyes.com/new/id/6113592
6113571,政府入股英特爾救國安？WSJ示警：長期恐損美晶片業競爭力,川普政府正與英特爾 (INTC-US) 討論政府入股方案。儘管此舉旨在拯救這家陷入困境的晶片巨頭，但專家警告，政府干預可能適得其反，最終損害美國整體晶片產業競爭力。,https://m.cnyes.com/new/id/6113571
6113590,Fed古爾斯比：不排除支持9月降息,2025 年聯邦公開市場委員會 (FOMC) 票委、芝加哥聯邦儲備銀行總裁古爾斯比 (Austan Goolsbee)15 日表示，若即將公布的經濟數據顯示通膨壓力可控，他不排除在 9 月支持降息,https://m.cnyes.com/new/id/6113590
6113572,一文看美國科技業職缺五年變化 網頁工程師減七成AI職位增三倍,根據《商業內幕》周五 (15 日) 報導，美國科技業招聘市場急劇萎縮，整體職缺較 2020 年初暴跌 35%。傳統程式開發職位需求大幅下滑，網頁開發工程師職缺減少 72% 居冠，但 AI 相關職位逆勢成長，反映產業轉型趨勢。,https://m.cnyes.com/new/id/6113572
6113561,困在原地的美國夢！美國人被困小房爛工作 社會流動性創新低,《華爾街日報》周五（15 日）寫道：「美國人被困在原地了。」人們已不再像過去那樣為了更好的機會而搬遷，數據顯示，2023 年僅 7.8% 的美國人搬家，比例降至 1948 年有紀錄以來最低水準，許多人被困在過小的房子、不喜歡的工作。,https://m.cnyes.com/new/id/6113561
6113560,〈美股F13報告〉真「親兒子」！輝達九成持股押注CoreWeave,根據輝達 (NVDA-US) 最新公布的 13F 文件，截至 6 月 30 日，輝達將高達 91.36% 的公開持股集中投資 AI 雲端運算服務商 CoreWeave(CORZ-US)，總投資金額達 39.6 億美元 (約,https://m.cnyes.com/new/id/6113560
6113559,兩周內會敲定！川普暗示半導體關稅最高300%,綜合外媒報導，美國總統川普周五（15 日）表示，部分商品的關稅稅率可能攀升至 300%。未來兩周內將宣布將晶片和鋼鐵的關稅稅率，並表示稅率一開始將較低，在一段時間後大幅增高，讓企業有時間在美投資。,https://m.cnyes.com/new/id/6113559
6113487,OpenAI將砸數兆美元拼基建 奧特曼：AI熱潮有非理性投資、也蘊藏真技術,據《彭博》周五報導，OpenAI 執行長奧特曼稱，未來將投入數兆美元打造 AI 基礎設施。他正在研擬一種新型的金融工具來籌措這筆龐大的資金。儘管他認為 AI 領域「非理性行為」，但依然相信 AI 是「近來最重要的一項發展」。,https://m.cnyes.com/new/id/6113487
6113394,為何美國百年來最高關稅未引爆通膨？WSJ：實質稅率比檯面上低,川普上任後，美國實施了近百年來最高的關稅，卻未造成外界預期的通膨飆升，此現象讓經濟學家感到困惑。有學者懷疑是企業不願將成本轉嫁，但《華爾街日報》指出，進口商實際支付的關稅，遠低於檯面上宣傳的稅率是越來越多人認同的原因。,https://m.cnyes.com/new/id/6113394
6113470,通膨數據方向不一 Fed古爾斯比對降息轉趨謹慎,根據《CNBC》（15 日）報導，芝加哥聯邦儲備銀行總裁古爾斯比表示，本周通膨數據喜憂參半加上關稅不確定性，讓他對降息產生猶豫。他表示仍需更多令人信服的數據，才能確認經濟是否仍在「黃金路徑」上。,https://m.cnyes.com/new/id/6113470
6113469,關稅陰霾推升通膨憂慮 美8月密大消費信心意外結連二月漲勢,綜合外媒周五（15 日）報導，美國密西根大學 8 月消費者信心指數初值跌至 58.6，為 4 月來首次下滑，主要受川普對近 70 國課徵全面關稅後，通膨預期升至 4.9% 影響。,https://m.cnyes.com/new/id/6113469
6113464,彭博：晶片法案資金變股權？川普政府考慮入股英特爾救急,根據《彭博》報導，川普政府正考慮利用晶片法案資金入股陷入困境的英特爾 (INTC-US)，該公司原已獲得 79 億美元補助金。消息傳出後英特爾股價大漲。,https://m.cnyes.com/new/id/6113464
6113351,〈美股早盤〉零售銷售超預期緩解衰退擔憂、美股高檔震盪靜待下周鮑爾談話,美股主要指數周五 (15 日) 漲跌互見，在歷史高檔震盪，不過受惠於今早公布的 7 月零售銷售數據強勁，緩解了對消費支出萎縮的部分擔憂後，華爾街有望寫下另一個上漲的一周。,https://m.cnyes.com/new/id/6113351
6113415,〈房產〉「高雄捷運O9站BC基地」聯開啟動招商 將打造新運動樂活園區,高雄市政府今 (15) 日跑上舉辦「高雄捷運橘線 O9 苓雅運動園區站土地開發案 - BC 基地」招商說明會，由副市長林欽榮代領高雄市政府捷運工程局團隊辦理，招商現場吸引潤隆 (富邦人壽、冠德建設等出席。,https://m.cnyes.com/new/id/6113415
6113412,童子賢強調「核綠共存」台灣土地有限 綠能擴張不可能完全取代核能,和碩 (4938-TW) 董事長童子賢今 (15) 日出席「核三延役」公投第五場電視政見發表會，並擔任正方代表，指出每一度電都很珍貴，應讓核能與綠能並存，才能兼顧減碳、經濟與產業發展，呼籲 8 月 23 日公投支持核三延役。 ,https://m.cnyes.com/new/id/6113412
6113430,川普登機了！目的地：美國阿拉斯加,據美國《CNN》報導，美國總統川普周五（15 日）早乘坐「空軍 1 號」離開安德魯斯聯合基地，前往阿拉斯加州安克拉治（Anchorage），將與俄羅斯普丁舉行高峰會。,https://m.cnyes.com/new/id/6113430
6113405,立院三讀災後重建預算增至600億元 賴清德：感謝不分黨派挺災民,立法院會今 (15) 日三讀通過「丹娜絲颱風及 728 豪雨災後復原重建特別條例」，經費上限由行政院版本的 560 億元新台幣，增加至 600 億元，也納入農業、水利設施與電力、電信等九項重建項目。總統賴清德表示，感謝立法院不分黨派。,https://m.cnyes.com/new/id/6113405
6113278,美銀：聯準會若在傑克森霍爾釋鴿派訊號 美股恐下挫,美國銀行策略師表示，如果聯準會在本周創紀錄的反彈之後，於傑克森霍爾舉行的經濟研討會，釋放鴿派訊號，美國股市將下跌。,https://m.cnyes.com/new/id/6113278
6113404,鴻海法說行情後勁強 獲外資連九買22萬張 上調目標價最高至272元,鴻海 (2317-TW) 第二季財報優於預期、法說展望樂觀，多家外資紛紛出具報告，上調目標價，其中，日系外資將目標價由 240 元，上調至 272 元。,https://m.cnyes.com/new/id/6113404
6113408,美國7月零售銷售成長0.5% 略低於預期,美國商務部周五 (15 日) 公布數據顯示，7 月份零售銷售月增 0.5%，總額達 7263 億美元。這一增幅雖略低於市場普遍預期的 0.6%，但仍被視為消費者支出在經歷春季顯著下降後，正逐步穩定的跡象。,https://m.cnyes.com/new/id/6113408
6113398,聯準會主席接班候選人Sumerlin ：挺降息2碼 但長債殖利率升就得喊停,聯準會主席候選人之一的經濟學家 Marc Sumerlin 表示，聯準會官員 9 月應大幅降息，但警告如果長期公債殖利率上升，他們就必須停止降息。,https://m.cnyes.com/new/id/6113398
6113373,川普大砍難民收容至4萬人 多數名額給南非白人引爭議,根據《路透》周五（15 日）報導，川普政府正討論將明年難民收容上限設為 4 萬人，其中多數名額分配給南非白人，較拜登時期的 10 萬人大幅縮減，反映美國難民政策重大轉變。,https://m.cnyes.com/new/id/6113373
6113371,蘇澳港發展波浪發電試驗 有望成為全國首例商港打造綠能發電,港務公司表示，基隆分公司於蘇澳港在今年 7 月公開招標，甄選廠商辦理「波浪發電」試驗招租，規劃的 3 區 (A、B、C) 試驗區中，每區面積為 2.25 公頃，C 區已由台廠「以科國際海洋能源公司」得標，預計在該處導入波浪發電設備。,https://m.cnyes.com/new/id/6113371
6113393,中國央行：穩健貨幣政策促消費與物價回升,中國人民銀行周五 (15 日) 發布第二季度中國貨幣政策執行報告，明確指出將「落實落細適度寬鬆的貨幣政策」，並把「促進物價合理回升作為把握貨幣政策的重要考量」。,https://m.cnyes.com/new/id/6113393
6113359,台新銀進駐亞資中心高雄專區 倫巴底貸款、家辦詢問度最高,台新銀行積極響應金管會推動台灣成為亞洲資產管理中心的政策，致力提升台灣在國際財富管理領域的競爭力，,https://m.cnyes.com/new/id/6113359
6113358,圓展進軍智慧製造市場 將首度亮相自動化工業大展,圓展進軍智慧製造市場 將首度亮相自動化工業大展,https://m.cnyes.com/new/id/6113358
6113348,大成鋼鞏固美國不銹鋼管產能 斥千萬美元取得田納西廠房,大成鋼鞏固美國不銹鋼管產能 斥千萬美元取得田納西廠房,https://m.cnyes.com/new/id/6113348
6113273,軟銀旗下PayPay啟動美國IPO計畫 估值上看120億美元,軟銀集團旗下支付應用程式 PayPay 已正式向美國提交上市申請，目標在 2025 年底前在美國上市。這項首次公開募股 (IPO) 預計將募資逾 20 億美元，目標估值介於 100 億至 120 億美元 之間。即便上市，PayPa,https://m.cnyes.com/new/id/6113273
6113332,楠梓電處分滬士電獲利挹注大  7月單月每股純益3.05元,楠梓電 2025 年自結 7 月淨利達 5.54 億元，年增 5867%，主要爲來自處分轉投資滬士電 (2463-SZ) 的持股利益挹注，加計楠梓電半年報稅後純益的 10.19 億元元後，1-7 月稅後純益 15.72 億元，EPS 達 8.66 元。,https://m.cnyes.com/new/id/6113332
6113330,中信銀7月刷出1260億元創台灣信用卡史新高 全年目標破兆,在台灣支付市場競爭日益激烈下，中信銀行今年 7 月信用卡簽帳金額爆出約新台幣 1260 億元，創下台灣信用卡史上單月最高紀錄；1 至 7 月累計簽帳金額達 5130 億元，亦刷新歷年同期新高。,https://m.cnyes.com/new/id/6113330
6113241,稅款遞延+暑假效應！五大發卡行前7月刷破2兆元 7月驚現「三千金」,國內五大發卡行 2025 年 7 月信用卡財務資訊全數出爐，單月簽帳金額出現「三千金」，排名也大洗牌，中國信託銀行以 1260 億元強勢奪回刷卡王寶座，主要與綜所稅遞延入帳、暑假消費旅遊旺季有關，玉山銀則連續 5 個月蟬,https://m.cnyes.com/new/id/6113241
6113279,〈房產〉央行：未限制都更危老重建貸款,央行：未限制都更危老重建貸款,https://m.cnyes.com/new/id/6113279
6113282,核三延役公投政見發表 童子賢：核能不難 理性科學而已,和碩 (4938-TW) 董事長童子賢今 (15) 日出席「核三延役」公投第五場電視政見發表會，並擔任正方代表，會前接受媒體訪問說「核能不難，理性科學而已」，認為不能將核能神化，但也不能將其妖魔化，應視為一種人類文明的工具。 ,https://m.cnyes.com/new/id/6113282
6113162,IPO 市場8月火熱 企業「打鐵趁熱」募資近30億美元,夏末時節通常是投資銀行家一年中最為清淡的時期，然而今年，市場卻並未隨之休假。截至 8 月中旬，首次公開募股 (IPO) 市場的活動量已大致是同期典型水準的兩倍，共有 12 筆價值至少 5000 萬美元的新股發行，成功募得約 29,https://m.cnyes.com/new/id/6113162
6106890,攻佔美國第2大經濟體！達拉斯台灣貿易投資中心成立 台商赴美首家落實「境外關內」,為協助業者全球布局、深化台美供應鏈合作，經濟部於美東時間 14 日正式揭牌成立「達拉斯台灣貿易投資中心」，為深化台美經貿合作注入動能。該中心將為有意前往美國布局的台商搭建橋樑，帶動雙方科技產業合作。,https://m.cnyes.com/new/id/6106890
6113154,全球股票基金獲六周來最大淨流入 科技股受追捧,在截至 8 月 13 日的一周內，全球股票基金錄得六周以來最大的單周資金淨流入。這主要得益於美國通膨數據低於預期以及美中關稅休戰延長，兩者共同提振了投資者情緒。,https://m.cnyes.com/new/id/6113154
6113260,仁寶參與美國台灣形象展 展示AI伺服器解決方案,仁寶 (2324-TW) 將參與 2025 美國台灣形象展，並於展會中展示新一代 AI 伺服器系列產品。新平台專為應對 AI 訓練、推論與高效能運算 (HPC) 等日益成長的運算需求設計。 ,https://m.cnyes.com/new/id/6113260
6113247,主計總處大幅上修今年GDP預估值至4.45% 連2年「破4」無虞,我今年 GDP 預估值上修至 4.45% 連 2 年「破 4」無虞,https://m.cnyes.com/new/id/6113247
6113246,外資買超53億元 集中火力掃貨鴻海、神達各逾7.5萬張,台股今天漲 96.38 點，收在 24334.48 點，成交值新台幣 4435.05 億元。三大法合計買超 48.6 億元。同時，外資今天買超 53.73 億元，也在期貨市場同步翻多；同時，外資今天也砸 155.6 億元大力買超鴻海。,https://m.cnyes.com/new/id/6113246
6113274,矽光神拳收招後，誰是下個主流？從籌碼變化看台股操作新節奏：鴻海、華星光、達邁、新應材、昇陽半,,https://m.cnyes.com/new/id/6113274
6113161,台塑集團新總裁吳嘉昭：產業環境艱困 首要工作加大、加快企業轉型,南亞吳嘉昭升任台塑集團總裁，吳嘉昭今日下午接受記者採訪時僅表示，目前身上承擔的責任重大，他也擔任台塑集團的企業轉型小組召集人，希望延續並加速集團的轉型工作做好準備，經營管理上要更加用心。,https://m.cnyes.com/new/id/6113161
6113101,〈台幣〉美7月PPI急升 股匯脫鉤再度貶破30元,美國最新 PPI 數據出爐，預示未來通膨壓力，雖然暫未動搖市場對 9 月降息的預期，但偏向觀望，台北股匯今 (15) 日走勢脫鉤,https://m.cnyes.com/new/id/6113101
6113160,TSSA成立「智慧機器人應用SIG」加速多領域應用落地,TSSA 成立「智慧機器人應用 SIG」加速多領域應用落地,https://m.cnyes.com/new/id/6113160
6113156,頎邦違反空氣污染防制法 遭罰新台幣1500萬元,頎邦 (6147-TW) 今 (15) 日公告，公司於 112 年 9 月因申報空氣污染監測數據異常，經檢調偵查並起訴公司受僱人執行業務違反空氣污染防制法，新竹地方法院今日就本案宣判，認定公司應就受僱人違規事項負擔法人責任，科處罰金新台,https://m.cnyes.com/new/id/6113156
6113106,英飛凌完成收購Marvell乙太網業務 看好車用、機器人發展,英飛凌今 (15) 日宣佈完成對 Marvell (MRVL-US) 汽車乙太網業務的收購，目前已獲得所有必要的監管批准，透過此次收購，英飛凌將增強其在軟體定義汽車領域的系統專業能力，並進一步鞏固在汽車 MCU 的領先地位。,https://m.cnyes.com/new/id/6113106
6113105,星宇航結盟美國航空 共掛班號將串聯這些美國航點,星宇航結盟美國航空 共掛班號將串聯這些美國航點,https://m.cnyes.com/new/id/6113105
6113100,耕興AI眼鏡接單倍增 FCC轉單效應估有利公司,檢測服務廠耕興 (6146-TW) 今 (15) 日召開法說會，董事長特助周煒哲表示，隨著 AI 新興終端裝置發展，今年上半年 AI 眼鏡檢測機種較去年倍增，看好其帶動 SAR 檢測需求，同時 FCC 限中政策也預計在 8 月底、9 月初出爐，預期該,https://m.cnyes.com/new/id/6113100
6112775,毅嘉本周飆漲35%遭列注意股 7月賺5300萬元年減38% EPS 0.17元,軟板廠毅嘉 (2402-TW) 近期因漲幅過大，遭主管機關列為注意股。毅嘉今 (15) 日公布 7 月自結數，7 月淨利 5300 萬元，年減 38%，每股純益 0.17 元。,https://m.cnyes.com/new/id/6112775
6113052,高雄五口墜谷意外險不理賠？產壽險公會聯合聲明：並非事實,7 月底南部連日致災性豪雨，高雄一家五口行經台 20 線南橫公路，因路基流失嚴重不幸墜谷身故，有媒體報導指出，該起案件意外險不理賠，引發社會譁然，對此，壽險公會及產險公會今 (15) 日發布聯合聲明稿,https://m.cnyes.com/new/id/6113052
6113061,〈航運指數〉海運旺季不旺SCFI連9跌 歐洲線和美東線有反彈跡象,海運旺季不旺 SCFI 連 9 跌 歐洲線和美東線有反彈跡象,https://m.cnyes.com/new/id/6113061
6113098,【量大強漲股整理】AI智慧眼鏡商機大爆發，誰最有潛力?,,https://m.cnyes.com/new/id/6113098
6113095,多頭格局鎖定下一檔主升段、漢唐、緯穎、鴻海、楠梓電、智通*、鉅橡、迅得,,https://m.cnyes.com/new/id/6113095
6113060,羅麗芬-KY四大通路串聯 看好雙11、雙12帶動下半年營收成長,羅麗芬 - KY(6666-TW) 今 (15) 日於臺北國際美容展亮相，羅麗芬計劃完成 6 款系列化新品布局，並透過四大通路整合，推動線上、線下聯動與美業數位化升級。同時，看好雙 11 及雙 12 帶動下，下半年營收將持續成長。 ,https://m.cnyes.com/new/id/6113060
6113059,聯合健康股價盤前飆漲逾12% 巴菲特注資與併購獲批雙重利多,美國聯合健康集團 (UNH-US) 周五 (15 日) 盤前股價強勁上漲 12.68%，這一漲勢主要歸因於巴菲特旗下波克夏海瑟威 (Berkshire Hathaway) 揭露新投資，以及與 Amedisys Inc. 的併購案獲得美國司法,https://m.cnyes.com/new/id/6113059
6113057,關稅對美國的通膨影響，核心PPI本來就最先發酵,,https://m.cnyes.com/new/id/6113057
6113056,〈力旺法說〉PUF權利金下半年放量 與領先代工廠合作2奈米,矽智財 (IP) 大廠力旺 (3529-TW) 今 (15) 日召開法說會，展望後市，總經理何明洲表示，授權金、權利金將維持成長動能，尤其 PUF 客戶開始導入量產後，相關權利金將在下半年顯著增長，並宣布與領先晶圓代工廠合作 2 奈米製程,https://m.cnyes.com/new/id/6113056
6112990,晶技7月獲利回升 自結1-7月每股稅前賺3.45元,晶技今 日公布最新獲利資訊，2025 年 7 月營收 11.11 億元，自結單月稅前盈餘 1.95 億元，月增 75.52%，年減 21.7%，累計 2025 年 1-7 月 稅前盈餘爲 11.81 億元，每股稅前盈餘爲 3.45 元。,https://m.cnyes.com/new/id/6112990
6113029,AI數據中心催生巨量商機　台達電之後誰能接棒領漲？,,https://m.cnyes.com/new/id/6113029
6113027,歷史新高來了 最大的風險與機會 你該做些什麼？廣達 緯創會跌到哪？,,https://m.cnyes.com/new/id/6113027
6112668,莫迪宣布印度首款「國產晶片」年底面世,印度總理莫迪 (Narendra Modi) 在獨立日演說中宣布，印度首款國內製造的半導體晶片預計將在年底上市，此舉突顯政府在全球關稅壓力下，推動科技自給自足的決心。,https://m.cnyes.com/new/id/6112668
6112276,月租僅1.7萬！騰訊深圳總部建成30% 十月試營運企鵝公寓 年輕員工可拎包入住海景房,,https://m.cnyes.com/new/id/6112276
6112916,鉅亨投資雷達》美股高點該一次買進還是分批佈局？75年回測給你答案,,https://m.cnyes.com/new/id/6112916
6112913,台光電7月淨利14.25億元 EPS 4.05元 1-7月EPS 24.08元,台光電 (2383-TW) 今 (15) 日公布最新自結獲利，台光電 2025 年 7 月營收以 83.72 億元創新高，自結 7 月稅後純益達 14.25 億元，每股純益爲 4.05 元，加計上半年財報後，1-7 月 EPS 爲 24.08 元。,https://m.cnyes.com/new/id/6112913
6112917,鉅亨投資雷達》基金、ETF怎麼選？主動式與被動式差別、費用與優缺全解析,,https://m.cnyes.com/new/id/6112917
6112897,台塑集團王文淵啟動交棒 由南亞董座吳嘉昭接任新總裁,台塑 (1301-TW) 集團今 (15) 日宣布，總裁王文淵將交棒總裁一職於南亞 (1303-TW) 董事長吳嘉昭，吳嘉昭將出任台塑集團新任總裁。台塑集團表示，此舉為「管理中心」主任委員王文淵不再兼任「行政中心」總裁。,https://m.cnyes.com/new/id/6112897
6112673,〈港股盤後〉恒指收跌近1% 科網股普跌 互聯網醫療逆勢上揚,香港股市周五 (15 日) 主要指數集體下跌，恒生指數終場下跌 249 點，收報 25270.07 點，成交金額增至 3126.9 億港元。恒生科技指數下跌 0.59%，收於 5543 點。,https://m.cnyes.com/new/id/6112673
6112611,〈陸股盤後〉三大指數反彈 創業板指領漲 滬指再度測試3700點大關,,https://m.cnyes.com/new/id/6112611
6112848,〈房產〉區域發展佳 商仲CBRE助群光以10.6億元進駐觀音工業區,香港商世邦魏理仕 CBRE 台灣分公司宣布，成功協助業主售出桃園觀音工業區的大面積工業土地。而此一大面積土地交易案爲群光 (2385-TW) 公告以 10.6 億元自潤泰全 (2915-TW) 取得的觀音工業區土土地及廠房。,https://m.cnyes.com/new/id/6112848
6112740,亞洲鋼價觸底回升 中鴻9月內銷盤價每公噸漲600元,亞洲鋼價觸底回升 中鴻 9 月內銷盤價每公噸漲 600 元,https://m.cnyes.com/new/id/6112740
6112674,莫迪獨立日演說：呼籲印度對抗美國50%高關稅與全球「經濟自私」,在印度獨立日這個重要的慶典上，印度總理莫迪 (Narendra Modi) 發表長達 103 分鐘的演講，並強烈抨擊全球範圍內日益增長的「經濟自私」現象，指出這種趨勢對國家自主性構成挑戰。,https://m.cnyes.com/new/id/6112674
6112817,〈晶睿法說〉大環境不明下半年能見度不高 推廣AI新品衝刺美國安防市場,安控廠晶睿 (3454-TW) 今 (15) 日召開法說會，總經理廖禎祺指出，目前大環境的不確定性仍在，導致未來展望能見度不高 ，但目前看來下半年的狀況變化不大，晶睿持續推廣 AI 新品，也將協助客戶加速上雲，積極朝向更智慧、便捷的,https://m.cnyes.com/new/id/6112817
6111725,〈美股13F報告〉「中國巴菲特」段永平Q2精準低接蘋果 AI加碼輝達、減持台積電,,https://m.cnyes.com/new/id/6111725
6112759,走出防疫險陰霾！這11家保險公司旅平險恢復「法定傳染病」保障,國內產險業者逐漸走出「防疫險之亂」陰霾，隨著國人海外旅遊風潮升溫，繼龍頭富邦產險後，國泰產險也宣布升級海外旅行平安險中之「海外突發疾病醫療保險」,https://m.cnyes.com/new/id/6112759
6112774,富喬7月淨利8000萬元賺贏去年全年 1-7月EPS 0.42元,玻纖一貫廠富喬 (1815-TW) 在現階段電子高階玻纖布交易市況熱並呈現供不應求之下，富喬今日公布 7 月稅後純益 8000 萬元，勝過 2024 年全年 ，加計上半年財報，富喬 1-7 月稅後純益 2.18 億元，每股純益 0.42 元。,https://m.cnyes.com/new/id/6112774
6112777,準備突破24416？熱門股光聖、雷虎、聯茂怎麼看？,,https://m.cnyes.com/new/id/6112777
6112776,〈晶睿法說〉因應匯率衝擊 Q3啟動漲價計劃 調整部分產線至泰國降低關稅影響,安控廠晶睿 (3454-TW) 今 (15) 日召開第二季法人說明會，總經理廖禎祺表示，受惠於 AI 新品、雲端業務以及北美與日本的代工訂單成長，上半年累計營收達新台幣 40.3 億元，年增 24% ，然而，第二季面對匯率波動，使得第二季,https://m.cnyes.com/new/id/6112776
6112620,皮尤調查：逾六成美國人反對關稅 川普支持率跌至38%,皮尤研究中心 (Pew Research Center) 最新調查顯示，美國民眾對川普總統的施政評價持續轉為負面，其施政滿意度已降至 38%，不滿意度為 60%。這比兩個月前下滑了 3 個百分點，與他上任初期相比，更是大幅下,https://m.cnyes.com/new/id/6112620
6112770,應材中國業務黯淡 Q4營收中位數季減8% 盤後重挫13%,半導體設備大廠應材 (AMAT-US) 今 (15) 日公布 2025 年第三季財報，淨利達 17.79 億美元，年增 4%，每股盈餘為 2.22 美元，也釋出第四季展望，以營收中位數來看將季減 8%，低於市場預期，主要受中國業務放緩影響，也衝,https://m.cnyes.com/new/id/6112770
